ID,A1,A2,agreement
74581,In favor,In favor,In favor
77151,In favor,In favor,In favor
77291,In favor,In favor,In favor
79848,Neither,Neither,Neither
83600,In favor,In favor,In favor
84914,In favor,In favor,In favor
100819,In favor,In favor,In favor
106205,In favor,In favor,In favor
111888,Neither,Neither,Neither
118329,In favor,In favor,In favor
119880,In favor,In favor,In favor
122468,Neither,Against,
122657,Neither,In favor,
140296,In favor,In favor,In favor
141420,In favor,In favor,In favor
144414,In favor,In favor,In favor
147226,In favor,In favor,In favor
148670,In favor,In favor,In favor
151869,In favor,In favor,In favor
155516,In favor,In favor,In favor
156997,In favor,In favor,In favor
176071,In favor,In favor,In favor
182158,In favor,In favor,In favor
183281,In favor,In favor,In favor
183508,In favor,In favor,In favor
190794,In favor,In favor,In favor
206165,In favor,In favor,In favor
209460,In favor,In favor,In favor
217382,In favor,In favor,In favor
221752,In favor,In favor,In favor
240096,In favor,In favor,In favor
241767,In favor,In favor,In favor
242207,Against,Neither,
246578,In favor,In favor,In favor
265444,In favor,In favor,In favor
265702,In favor,In favor,In favor
276152,In favor,In favor,In favor
277577,In favor,In favor,In favor
293097,In favor,In favor,In favor
297896,Neither,In favor,
310695,In favor,In favor,In favor
315906,In favor,In favor,In favor
323461,In favor,In favor,In favor
327216,In favor,In favor,In favor
329123,In favor,In favor,In favor
339316,In favor,In favor,In favor
339331,In favor,In favor,In favor
340036,In favor,Neither,
346535,In favor,In favor,In favor
347094,Neither,In favor,
375991,In favor,In favor,In favor
385653,Neither,Neither,Neither
393320,In favor,In favor,In favor
395747,In favor,In favor,In favor
399048,In favor,In favor,In favor
399057,In favor,In favor,In favor
400165,In favor,In favor,In favor
406393,Neither,Against,
409578,Neither,Neither,Neither
414831,In favor,In favor,In favor
417792,Neither,Neither,Neither
418263,In favor,In favor,In favor
420368,In favor,Neither,
422214,Against,In favor,
429835,In favor,Against,
431036,Neither,Neither,Neither
432339,In favor,In favor,In favor
436537,In favor,In favor,In favor
443939,In favor,In favor,In favor
445495,In favor,In favor,In favor
448045,Neither,In favor,
462742,In favor,In favor,In favor
467891,In favor,In favor,In favor
469323,Neither,In favor,
471189,In favor,In favor,In favor
478626,In favor,Neither,
481217,In favor,In favor,In favor
481667,Neither,Against,
486363,In favor,In favor,In favor
488582,In favor,Neither,
490005,In favor,In favor,In favor
490581,In favor,In favor,In favor
491336,Neither,Neither,Neither
491880,In favor,In favor,In favor
492149,In favor,In favor,In favor
492532,In favor,Neither,
514871,In favor,In favor,In favor
519080,In favor,In favor,In favor
520581,In favor,In favor,In favor
524042,In favor,In favor,In favor
526546,Neither,Against,
531347,In favor,In favor,In favor
532773,In favor,In favor,In favor
533048,In favor,In favor,In favor
537580,In favor,In favor,In favor
540024,In favor,In favor,In favor
543471,In favor,In favor,In favor
544519,Neither,Neither,Neither
549868,Against,Neither,
554860,In favor,In favor,In favor
554983,In favor,In favor,In favor
556613,Against,In favor,
557861,Against,In favor,
560087,In favor,In favor,In favor
567784,Against,Against,Against
575870,In favor,In favor,In favor
577195,In favor,In favor,In favor
578808,Neither,Neither,Neither
582988,In favor,In favor,In favor
583316,In favor,In favor,In favor
586058,In favor,In favor,In favor
594798,Neither,Neither,Neither
602826,Against,Against,Against
603266,Against,Against,Against
11807,In favor,Against,
13281,In favor,In favor,In favor
34608,Neither,In favor,
37143,In favor,Neither,
38736,In favor,In favor,In favor
42733,Neither,Neither,Neither
44188,In favor,Neither,
50184,In favor,In favor,In favor
53575,In favor,In favor,In favor
54190,Neither,Neither,Neither
61805,Neither,Neither,Neither
65700,In favor,In favor,In favor
72599,In favor,In favor,In favor
74285,In favor,In favor,In favor
76273,Neither,Neither,Neither
85878,In favor,In favor,In favor
86207,In favor,In favor,In favor
92368,In favor,In favor,In favor
94383,In favor,In favor,In favor
113251,In favor,In favor,In favor
119629,Neither,Neither,Neither
122943,In favor,Neither,
129503,In favor,In favor,In favor
129834,Neither,Neither,Neither
134725,Against,Against,Against
147792,Neither,Neither,Neither
149176,In favor,In favor,In favor
150776,In favor,In favor,In favor
163192,In favor,In favor,In favor
167742,Neither,Against,
172309,Neither,Against,
180043,Neither,Against,
180362,In favor,In favor,In favor
180756,In favor,In favor,In favor
184691,Neither,Against,
192213,In favor,In favor,In favor
216958,Neither,Neither,Neither
219436,Neither,In favor,
220010,In favor,In favor,In favor
227957,In favor,In favor,In favor
230539,In favor,In favor,In favor
231575,Against,Against,Against
233555,In favor,In favor,In favor
245171,In favor,In favor,In favor
251741,In favor,Neither,
252854,In favor,In favor,In favor
284914,In favor,In favor,In favor
289721,Against,,
292963,In favor,Neither,
294964,In favor,In favor,In favor
298524,In favor,In favor,In favor
299727,In favor,Neither,
301884,In favor,In favor,In favor
308135,In favor,Neither,
320907,In favor,In favor,In favor
322016,Neither,Neither,Neither
322289,Neither,Against,
322903,In favor,In favor,In favor
323885,In favor,In favor,In favor
327012,In favor,In favor,In favor
327182,In favor,In favor,In favor
327332,In favor,Neither,
329852,In favor,Neither,
336662,In favor,In favor,In favor
345729,Neither,Neither,Neither
358279,In favor,In favor,In favor
361047,In favor,In favor,In favor
369635,In favor,In favor,In favor
369717,In favor,Against,
377728,In favor,In favor,In favor
394995,In favor,In favor,In favor
396482,Against,Against,Against
398534,In favor,In favor,In favor
399045,In favor,Neither,
401279,In favor,Neither,
401404,In favor,In favor,In favor
402468,In favor,Neither,
406530,In favor,Neither,
407018,Neither,Neither,Neither
408471,In favor,In favor,In favor
409049,Against,Against,Against
414805,In favor,In favor,In favor
416833,Against,Against,Against
420031,Neither,Against,
421065,In favor,In favor,In favor
422502,In favor,In favor,In favor
428959,In favor,In favor,In favor
436649,In favor,Neither,
447496,In favor,In favor,In favor
447804,In favor,In favor,In favor
449300,In favor,In favor,In favor
458632,In favor,In favor,In favor
462853,In favor,In favor,In favor
467526,Neither,Against,
470806,In favor,In favor,In favor
473037,In favor,In favor,In favor
482887,In favor,Neither,
488049,In favor,In favor,In favor
488385,Neither,Neither,Neither
488942,In favor,In favor,In favor
492239,In favor,In favor,In favor
494943,In favor,Against,
505002,In favor,In favor,In favor
516264,Neither,Neither,Neither
518227,In favor,In favor,In favor
520602,Neither,Against,
520873,In favor,In favor,In favor
523904,In favor,In favor,In favor
526368,In favor,In favor,In favor
538640,In favor,Neither,
543553,In favor,In favor,In favor
555825,In favor,In favor,In favor
555957,In favor,In favor,In favor
563167,In favor,In favor,In favor
566731,Neither,Against,
568261,Neither,In favor,
572333,Against,Against,Against
575203,In favor,In favor,In favor
580732,Neither,Neither,Neither
590994,In favor,In favor,In favor
598358,In favor,Against,
599251,In favor,In favor,In favor
599770,Neither,Against,
600847,In favor,Against,
606334,Neither,Against,
4292,In favor,In favor,In favor
6536,Neither,Neither,Neither
9465,In favor,In favor,In favor
11847,In favor,In favor,In favor
13584,In favor,In favor,In favor
26381,Neither,Against,
34493,In favor,In favor,In favor
43590,In favor,In favor,In favor
50232,In favor,In favor,In favor
62654,Neither,In favor,
68657,In favor,In favor,In favor
72149,Against,Against,Against
74843,Neither,Neither,Neither
82919,Neither,Against,
85910,Neither,Neither,Neither
90841,Neither,In favor,
97861,Neither,Neither,Neither
98693,In favor,In favor,In favor
109334,In favor,In favor,In favor
111630,In favor,In favor,In favor
112438,In favor,In favor,In favor
113112,Neither,Against,
117997,In favor,In favor,In favor
119546,In favor,In favor,In favor
138432,In favor,In favor,In favor
139781,In favor,In favor,In favor
143301,In favor,In favor,In favor
148784,In favor,In favor,In favor
150656,In favor,In favor,In favor
152402,In favor,In favor,In favor
160445,Neither,Neither,Neither
180487,In favor,In favor,In favor
181377,In favor,In favor,In favor
182916,In favor,In favor,In favor
183046,Neither,Neither,Neither
184157,In favor,In favor,In favor
190747,In favor,In favor,In favor
193164,In favor,In favor,In favor
194402,Neither,In favor,
197747,In favor,In favor,In favor
206199,In favor,In favor,In favor
206438,In favor,In favor,In favor
218212,In favor,In favor,In favor
219619,Against,Neither,
219715,In favor,In favor,In favor
220997,In favor,In favor,In favor
222312,In favor,In favor,In favor
222775,In favor,In favor,In favor
222969,In favor,In favor,In favor
223138,In favor,In favor,In favor
229886,Against,In favor,
243509,Neither,Neither,Neither
244955,In favor,In favor,In favor
266481,In favor,In favor,In favor
269270,In favor,In favor,In favor
273734,In favor,In favor,In favor
289536,In favor,In favor,In favor
295006,In favor,In favor,In favor
311210,Neither,Against,
311541,In favor,In favor,In favor
318679,In favor,In favor,In favor
319067,Neither,Neither,Neither
321651,Neither,Neither,Neither
330957,In favor,In favor,In favor
331771,In favor,In favor,In favor
338352,In favor,In favor,In favor
343947,In favor,In favor,In favor
345475,In favor,In favor,In favor
356526,In favor,In favor,In favor
361199,In favor,In favor,In favor
371870,Neither,In favor,
373538,In favor,In favor,In favor
379012,Neither,Against,
380349,In favor,In favor,In favor
398966,In favor,In favor,In favor
399478,In favor,In favor,In favor
400448,In favor,In favor,In favor
401081,In favor,In favor,In favor
402469,In favor,In favor,In favor
402625,In favor,In favor,In favor
402662,Neither,Neither,Neither
405078,Neither,Neither,Neither
408824,In favor,In favor,In favor
410260,In favor,In favor,In favor
413302,In favor,In favor,In favor
413427,In favor,In favor,In favor
414653,In favor,In favor,In favor
416375,In favor,In favor,In favor
426267,In favor,In favor,In favor
426559,In favor,In favor,In favor
427253,Neither,Neither,Neither
429266,In favor,In favor,In favor
429915,Neither,In favor,
431844,In favor,In favor,In favor
435582,In favor,In favor,In favor
441630,Neither,In favor,
446502,Neither,Neither,Neither
446779,In favor,In favor,In favor
447701,Neither,In favor,
449508,Against,Neither,
461535,In favor,Against,
462565,In favor,Neither,
470660,Against,Against,Against
474952,Neither,In favor,
488864,In favor,In favor,In favor
489478,Neither,In favor,
493412,In favor,In favor,In favor
502583,Neither,Neither,Neither
526869,In favor,,
527482,In favor,In favor,In favor
531118,In favor,In favor,In favor
533791,In favor,In favor,In favor
539285,In favor,In favor,In favor
549361,In favor,In favor,In favor
552101,In favor,In favor,In favor
558576,Neither,Neither,Neither
569547,In favor,In favor,In favor
570034,In favor,In favor,In favor
577464,In favor,In favor,In favor
579797,In favor,Against,
583217,In favor,In favor,In favor
591100,Neither,Neither,Neither
593588,In favor,In favor,In favor
593748,In favor,In favor,In favor
594590,In favor,In favor,In favor
