ID,A1,A2,agreement
347094,Not sure,Yes,
375991,Yes,Yes,Yes
385653,No,No,No
393320,Yes,Yes,Yes
395747,Yes,Yes,Yes
399048,No,No,No
399057,No,No,No
400165,Yes,Yes,Yes
406393,No,No,No
409578,Yes,Yes,Yes
414831,Yes,Yes,Yes
417792,Yes,Yes,Yes
418263,Yes,Yes,Yes
420368,Yes,No,
422214,Yes,Yes,Yes
429835,Yes,Yes,Yes
431036,Yes,Yes,Yes
432339,Yes,Yes,Yes
436537,Yes,Yes,Yes
443939,Yes,Yes,Yes
445495,Yes,Yes,Yes
448045,No,Yes,
462742,Yes,Yes,Yes
467891,Yes,Yes,Yes
469323,Yes,Yes,Yes
471189,Yes,Yes,Yes
478626,Yes,Yes,Yes
481217,Yes,Yes,Yes
481667,Yes,Yes,Yes
486363,Yes,Yes,Yes
488582,Yes,Yes,Yes
490005,Yes,Yes,Yes
490581,Yes,Yes,Yes
491336,Yes,Yes,Yes
491880,Yes,Yes,Yes
492149,Yes,Yes,Yes
492532,Yes,No,
514871,Yes,Yes,Yes
519080,Yes,Yes,Yes
520581,Yes,Yes,Yes
524042,Yes,Yes,Yes
526546,Yes,Yes,Yes
531347,Yes,Yes,Yes
532773,Yes,Yes,Yes
533048,Yes,Yes,Yes
537580,Yes,Yes,Yes
540024,Yes,Yes,Yes
543471,Yes,No,
544519,Yes,Yes,Yes
549868,Yes,Yes,Yes
554860,Yes,Yes,Yes
554983,Yes,Yes,Yes
556613,Yes,Yes,Yes
557861,Yes,Yes,Yes
560087,Yes,Yes,Yes
567784,Yes,Yes,Yes
575870,Yes,Yes,Yes
577195,Yes,Yes,Yes
578808,Yes,Yes,Yes
582988,Yes,Yes,Yes
583316,Yes,Yes,Yes
586058,Yes,Yes,Yes
594798,Yes,Yes,Yes
602826,Yes,Yes,Yes
603266,Yes,Yes,Yes
11807,Yes,Yes,Yes
13281,Yes,Yes,Yes
34608,Yes,Yes,Yes
37143,Yes,Yes,Yes
38736,Yes,Yes,Yes
42733,Yes,Yes,Yes
44188,Yes,Yes,Yes
50184,Yes,Yes,Yes
53575,Yes,Yes,Yes
54190,Yes,No,
61805,Yes,Yes,Yes
65700,Yes,Yes,Yes
72599,Yes,Yes,Yes
74285,Yes,Yes,Yes
76273,Yes,No,
85878,Yes,Yes,Yes
86207,Yes,Yes,Yes
92368,Yes,Yes,Yes
94383,Yes,Yes,Yes
113251,Yes,Yes,Yes
119629,Yes,Yes,Yes
122943,Yes,Yes,Yes
129503,Yes,Yes,Yes
129834,Yes,Yes,Yes
134725,Yes,Yes,Yes
147792,Yes,Yes,Yes
149176,Yes,Yes,Yes
150776,Yes,Yes,Yes
163192,Yes,Yes,Yes
167742,Yes,Yes,Yes
172309,Yes,Yes,Yes
180043,Yes,Yes,Yes
180362,Yes,Yes,Yes
180756,Yes,Yes,Yes
184691,Yes,Yes,Yes
192213,Yes,Yes,Yes
216958,Yes,Yes,Yes
219436,Yes,Yes,Yes
220010,Yes,Yes,Yes
227957,Yes,Yes,Yes
230539,Yes,Yes,Yes
231575,Yes,Yes,Yes
233555,Yes,Yes,Yes
245171,Yes,Yes,Yes
251741,Yes,Yes,Yes
252854,Yes,Yes,Yes
284914,Yes,Yes,Yes
289721,Yes,,
292963,Yes,Yes,Yes
294964,Yes,Yes,Yes
298524,Yes,Yes,Yes
299727,Yes,Yes,Yes
301884,Yes,Yes,Yes
308135,Yes,Yes,Yes
320907,Yes,Yes,Yes
322016,No,No,No
322289,Yes,Yes,Yes
322903,Yes,Yes,Yes
323885,Yes,Yes,Yes
327012,Yes,Yes,Yes
327182,Yes,Yes,Yes
327332,Yes,Yes,Yes
329852,Yes,Yes,Yes
336662,Yes,Yes,Yes
345729,Yes,Yes,Yes
358279,Yes,Yes,Yes
361047,Yes,Yes,Yes
369635,Yes,Yes,Yes
369717,Yes,Yes,Yes
377728,Yes,Yes,Yes
394995,Yes,Yes,Yes
396482,Yes,Yes,Yes
398534,Yes,Yes,Yes
399045,No,No,No
401279,Yes,Yes,Yes
401404,Yes,Yes,Yes
402468,Yes,Yes,Yes
406530,Yes,Yes,Yes
407018,Yes,Yes,Yes
408471,Yes,Yes,Yes
409049,Yes,Yes,Yes
414805,Yes,Yes,Yes
416833,Yes,Yes,Yes
420031,Yes,Yes,Yes
421065,Yes,Yes,Yes
422502,Yes,Yes,Yes
428959,Yes,Yes,Yes
436649,Yes,Yes,Yes
447496,Yes,Yes,Yes
447804,Yes,Yes,Yes
449300,Yes,Yes,Yes
458632,Yes,Yes,Yes
462853,Yes,Yes,Yes
467526,Yes,Yes,Yes
470806,Yes,Yes,Yes
473037,Yes,Yes,Yes
482887,Yes,Yes,Yes
488049,Yes,Yes,Yes
488385,Yes,Yes,Yes
488942,Yes,Yes,Yes
492239,Yes,Yes,Yes
494943,Yes,Yes,Yes
505002,Yes,Yes,Yes
516264,Yes,Yes,Yes
518227,Yes,Yes,Yes
520602,Yes,Yes,Yes
520873,Yes,Yes,Yes
523904,Yes,Yes,Yes
526368,Yes,Yes,Yes
538640,Yes,Yes,Yes
543553,Yes,Yes,Yes
555825,Yes,Yes,Yes
555957,Yes,Yes,Yes
563167,Yes,Yes,Yes
566731,Yes,Yes,Yes
568261,Yes,Yes,Yes
572333,Yes,Yes,Yes
575203,Yes,Yes,Yes
580732,Not sure,No,
590994,Yes,Yes,Yes
598358,Yes,Yes,Yes
599251,Yes,Yes,Yes
599770,Yes,Yes,Yes
600847,Yes,Yes,Yes
606334,Yes,Yes,Yes
4292,Yes,Yes,Yes
6536,Yes,Yes,Yes
9465,Yes,Yes,Yes
11847,Yes,Yes,Yes
13584,Yes,Yes,Yes
26381,Yes,Yes,Yes
34493,Yes,Yes,Yes
43590,Yes,Yes,Yes
50232,Not sure,Yes,
62654,Yes,Yes,Yes
68657,Yes,Yes,Yes
72149,Yes,Yes,Yes
74843,Yes,Yes,Yes
82919,Yes,Yes,Yes
85910,Yes,Yes,Yes
90841,Yes,Yes,Yes
97861,Yes,Yes,Yes
98693,Yes,Yes,Yes
109334,Yes,Yes,Yes
111630,Yes,Yes,Yes
112438,Yes,Yes,Yes
113112,Yes,Yes,Yes
117997,Yes,Yes,Yes
119546,Yes,Yes,Yes
138432,Yes,Yes,Yes
139781,Yes,Yes,Yes
143301,Yes,Yes,Yes
148784,Yes,Yes,Yes
150656,Yes,Yes,Yes
152402,Yes,Yes,Yes
160445,Yes,Yes,Yes
180487,Yes,Yes,Yes
181377,Yes,Yes,Yes
182916,Yes,Yes,Yes
183046,Yes,Yes,Yes
184157,Yes,Yes,Yes
190747,Yes,Yes,Yes
193164,Yes,Yes,Yes
194402,Yes,Yes,Yes
197747,Yes,Yes,Yes
206199,Yes,Yes,Yes
206438,Yes,Yes,Yes
218212,Yes,Yes,Yes
219619,Yes,Yes,Yes
219715,Yes,Yes,Yes
220997,Yes,Yes,Yes
222312,Yes,Yes,Yes
222775,Yes,Yes,Yes
222969,Yes,Yes,Yes
223138,Yes,Yes,Yes
229886,Yes,Yes,Yes
243509,Yes,Yes,Yes
244955,Yes,Yes,Yes
266481,Yes,Yes,Yes
269270,Yes,Yes,Yes
273734,Yes,Yes,Yes
289536,Yes,Yes,Yes
295006,Yes,Yes,Yes
311210,Not sure,Yes,
311541,Yes,Yes,Yes
318679,Yes,Yes,Yes
319067,Yes,Yes,Yes
321651,Yes,Yes,Yes
330957,Yes,Yes,Yes
331771,Yes,Yes,Yes
338352,Yes,Yes,Yes
343947,Yes,Yes,Yes
345475,Yes,Yes,Yes
356526,Yes,Yes,Yes
361199,Yes,Yes,Yes
371870,Yes,Yes,Yes
373538,Yes,Yes,Yes
379012,Yes,Yes,Yes
380349,Yes,Yes,Yes
398966,Yes,Yes,Yes
399478,No,No,No
400448,Yes,Yes,Yes
401081,Yes,Yes,Yes
402469,Yes,Yes,Yes
402625,Yes,Yes,Yes
402662,Yes,Yes,Yes
405078,Yes,Yes,Yes
408824,Yes,Yes,Yes
410260,Yes,Yes,Yes
413302,Yes,Yes,Yes
413427,Yes,Yes,Yes
414653,Yes,Yes,Yes
416375,Yes,Yes,Yes
426267,Yes,Yes,Yes
426559,Yes,Yes,Yes
427253,Yes,Yes,Yes
429266,Yes,Yes,Yes
429915,Yes,Yes,Yes
431844,Yes,Yes,Yes
435582,Yes,Yes,Yes
441630,No,Yes,
446502,Yes,No,
446779,Yes,Yes,Yes
447701,Yes,Yes,Yes
449508,Yes,Yes,Yes
461535,Yes,Yes,Yes
462565,Yes,Yes,Yes
470660,Yes,Not sure,
474952,Yes,Yes,Yes
488864,Yes,Yes,Yes
489478,Yes,Yes,Yes
493412,Yes,Yes,Yes
502583,Yes,Yes,Yes
526869,Yes,,
527482,Yes,Yes,Yes
531118,Yes,Yes,Yes
533791,Yes,Yes,Yes
539285,Yes,Yes,Yes
549361,Yes,Yes,Yes
552101,Yes,Yes,Yes
558576,No,No,No
569547,Yes,Yes,Yes
570034,Yes,Yes,Yes
577464,Yes,Yes,Yes
579797,Yes,Yes,Yes
583217,Yes,Yes,Yes
591100,Yes,Yes,Yes
593588,Yes,Yes,Yes
593748,Yes,Yes,Yes
594590,Yes,Yes,Yes
