ID,A1,A2,agreement
1285953,Neither,Neither,Neither
1303739,In favor,In favor,In favor
1376776,In favor,In favor,In favor
1448193,Neither,Neither,Neither
1449693,In favor,In favor,In favor
1450235,In favor,In favor,In favor
1460655,In favor,In favor,In favor
1466233,In favor,In favor,In favor
1518298,In favor,In favor,In favor
1519934,In favor,In favor,In favor
1527504,In favor,In favor,In favor
1572961,Neither,Neither,Neither
1645181,In favor,Neither,
1678281,In favor,In favor,In favor
1729838,In favor,In favor,In favor
1739396,In favor,In favor,In favor
1779175,In favor,In favor,In favor
1870709,Neither,Neither,Neither
1886487,In favor,In favor,In favor
1890749,In favor,In favor,In favor
1901283,Neither,In favor,
1908799,Against,In favor,
1914543,In favor,In favor,In favor
1921007,In favor,In favor,In favor
1942027,In favor,In favor,In favor
1964499,In favor,In favor,In favor
1982962,Neither,In favor,
1985267,In favor,In favor,In favor
1985276,In favor,In favor,In favor
1988279,In favor,In favor,In favor
2019071,Neither,Neither,Neither
2034325,Against,Against,Against
2044437,In favor,Neither,
2047751,In favor,In favor,In favor
2064369,In favor,In favor,In favor
2083283,In favor,In favor,In favor
2102685,In favor,In favor,In favor
2144111,Against,Neither,
2154115,In favor,In favor,In favor
2165743,Neither,Neither,Neither
2171756,In favor,In favor,In favor
2195438,In favor,In favor,In favor
2236342,In favor,In favor,In favor
2238686,Neither,Neither,Neither
2243098,In favor,In favor,In favor
2243472,In favor,In favor,In favor
2258486,In favor,In favor,In favor
2275136,In favor,In favor,In favor
2321933,In favor,In favor,In favor
2357746,In favor,In favor,In favor
2380434,In favor,In favor,In favor
2407840,In favor,In favor,In favor
2413768,Neither,Neither,Neither
2459871,In favor,In favor,In favor
2510788,In favor,Neither,
2526158,Against,In favor,
2584066,Neither,In favor,
2600062,Neither,Neither,Neither
2616887,In favor,In favor,In favor
2621050,Against,Against,Against
2649696,In favor,In favor,In favor
2663462,In favor,In favor,In favor
2688684,In favor,In favor,In favor
2691016,In favor,In favor,In favor
2696730,In favor,Neither,
2715304,Neither,Neither,Neither
2719125,In favor,In favor,In favor
2745377,In favor,In favor,In favor
2763592,In favor,In favor,In favor
2789055,Against,In favor,
2804663,Neither,In favor,
2813194,In favor,In favor,In favor
2818943,In favor,In favor,In favor
2824678,In favor,In favor,In favor
2926656,In favor,In favor,In favor
2939181,Neither,Neither,Neither
2951167,Neither,In favor,
2958426,In favor,In favor,In favor
2961187,In favor,In favor,In favor
2980720,In favor,In favor,In favor
2982966,In favor,In favor,In favor
3022446,In favor,In favor,In favor
3032916,In favor,Neither,
3054682,Neither,In favor,
3058840,Neither,In favor,
3063303,Neither,Neither,Neither
3096254,In favor,In favor,In favor
3114737,Neither,Neither,Neither
3118942,In favor,Neither,
3121416,In favor,In favor,In favor
3146439,In favor,In favor,In favor
3225854,In favor,In favor,In favor
3257415,Neither,In favor,
3283509,In favor,In favor,In favor
3324192,Neither,Neither,Neither
3337182,In favor,In favor,In favor
187499,In favor,In favor,In favor
238801,Neither,Neither,Neither
361274,Neither,Neither,Neither
381425,In favor,Against,
617585,Neither,Neither,Neither
619637,Neither,Neither,Neither
708344,In favor,Neither,
738504,In favor,In favor,In favor
748989,In favor,Against,
860322,In favor,Against,
888514,Neither,In favor,
913922,In favor,Neither,
931024,In favor,In favor,In favor
956318,Neither,Neither,Neither
986939,Neither,Neither,Neither
1004397,Neither,Against,
1033374,Neither,Neither,Neither
1033839,In favor,Neither,
1049612,In favor,Neither,
1120483,In favor,In favor,In favor
1130483,In favor,In favor,In favor
1182581,Neither,Against,
1199996,Against,Against,Against
1202482,In favor,In favor,In favor
1243119,Neither,Neither,Neither
1246782,Neither,Neither,Neither
1259075,In favor,In favor,In favor
1378318,Neither,Against,
1429706,In favor,In favor,In favor
1469585,In favor,In favor,In favor
1497155,Neither,In favor,
1533050,In favor,In favor,In favor
1569396,In favor,Against,
1575339,In favor,In favor,In favor
1580230,In favor,In favor,In favor
1625011,Neither,Neither,Neither
1631049,Neither,In favor,
1631842,In favor,Neither,
1640009,Neither,Neither,Neither
1644819,Neither,Against,
1656266,In favor,In favor,In favor
1666876,Against,Neither,
1698641,Neither,Neither,Neither
1723094,Neither,In favor,
1729932,In favor,In favor,In favor
1741956,Neither,Neither,Neither
1774722,Neither,In favor,
1777542,In favor,In favor,In favor
1788628,In favor,Neither,
1793956,In favor,In favor,In favor
1817427,Neither,Against,
1824355,Neither,Neither,Neither
1836399,Neither,In favor,
1845733,In favor,Against,
1911620,Neither,In favor,
1919993,In favor,In favor,In favor
1926469,In favor,In favor,In favor
1926510,Neither,Neither,Neither
1934121,In favor,Against,
1981963,In favor,Neither,
1996513,In favor,Neither,
1999243,In favor,In favor,In favor
2005038,In favor,In favor,In favor
2021895,In favor,In favor,In favor
2030357,Neither,Neither,Neither
2072004,In favor,Neither,
2087594,In favor,Neither,
2114783,Neither,Neither,Neither
2181046,Against,Against,Against
2210446,Neither,Against,
2246144,In favor,Neither,
2254048,Neither,Neither,Neither
2255386,In favor,Neither,
2260078,Neither,In favor,
2261916,Neither,Against,
2303563,In favor,In favor,In favor
2344284,In favor,In favor,In favor
2391356,Neither,Neither,Neither
2433139,In favor,In favor,In favor
2492927,In favor,Neither,
2498620,In favor,Neither,
2499551,Neither,Neither,Neither
2506383,In favor,In favor,In favor
2521115,In favor,In favor,In favor
2530799,Neither,Neither,Neither
2557757,In favor,In favor,In favor
2576666,Neither,In favor,
2596959,In favor,In favor,In favor
2597057,In favor,In favor,In favor
2604974,Neither,Neither,Neither
2636275,In favor,In favor,In favor
2671124,In favor,In favor,In favor
2680769,In favor,In favor,In favor
2684932,In favor,In favor,In favor
2700422,In favor,In favor,In favor
2704002,In favor,In favor,In favor
2709165,In favor,In favor,In favor
2710553,In favor,In favor,In favor
2740998,Neither,Neither,Neither
2788073,In favor,Neither,
2810808,Neither,Against,
2825332,In favor,Neither,
2844200,In favor,Against,
2847282,In favor,Neither,
2870519,In favor,In favor,In favor
2881512,Neither,Neither,Neither
2894915,Neither,Neither,Neither
2897053,In favor,In favor,In favor
2910812,Neither,Against,
2948654,Neither,Neither,Neither
2967004,In favor,Neither,
3016751,In favor,Neither,
3081670,Neither,Neither,Neither
3088384,In favor,In favor,In favor
3104544,Neither,Neither,Neither
3134115,Neither,In favor,
3138035,In favor,Neither,
3210794,Neither,Neither,Neither
3232573,In favor,In favor,In favor
3234709,In favor,In favor,In favor
3244896,Neither,Neither,Neither
3251498,In favor,In favor,In favor
3258232,In favor,In favor,In favor
3305485,Neither,In favor,
3318171,Neither,Against,
7991,Neither,Neither,Neither
45733,Neither,Neither,Neither
183781,Neither,,
217891,In favor,Neither,
227817,In favor,In favor,In favor
263884,Neither,Neither,Neither
378817,Neither,Neither,Neither
385223,Neither,Neither,Neither
557135,Against,Against,Against
593904,In favor,In favor,In favor
594257,In favor,In favor,In favor
757474,Neither,Neither,Neither
770312,Against,Neither,
854515,Neither,In favor,
928684,In favor,In favor,In favor
931895,Neither,Neither,Neither
980852,Neither,,
1028379,In favor,Against,
1102413,Neither,Neither,Neither
1126497,Neither,,
1153286,Neither,Against,
1156600,In favor,In favor,In favor
1160026,Neither,Neither,Neither
1166040,In favor,In favor,In favor
1218841,In favor,In favor,In favor
1226311,In favor,In favor,In favor
1292566,Against,Against,Against
1335195,In favor,In favor,In favor
1422412,Neither,In favor,
1432312,In favor,In favor,In favor
1456253,In favor,In favor,In favor
1460057,In favor,,
1461792,In favor,In favor,In favor
1464843,In favor,In favor,In favor
1466964,Neither,,
1468046,In favor,In favor,In favor
1589320,In favor,In favor,In favor
1601760,In favor,In favor,In favor
1616126,Against,Against,Against
1649722,Neither,Neither,Neither
1666889,Against,Against,Against
1691052,In favor,In favor,In favor
1758266,In favor,In favor,In favor
1771269,In favor,In favor,In favor
1774209,Neither,Neither,Neither
1809411,In favor,In favor,In favor
1843607,In favor,In favor,In favor
1861809,In favor,Against,
1879985,In favor,In favor,In favor
1894897,In favor,In favor,In favor
1906772,In favor,In favor,In favor
1913163,Neither,Neither,Neither
1919760,Neither,Neither,Neither
1985270,In favor,Neither,
2051117,In favor,In favor,In favor
2051476,Neither,Neither,Neither
2068151,In favor,Neither,
2075141,In favor,In favor,In favor
2079369,In favor,In favor,In favor
2118771,Against,Against,Against
2157020,In favor,,
2165063,In favor,In favor,In favor
2198389,Neither,Neither,Neither
2202823,Neither,Neither,Neither
2206686,Neither,Neither,Neither
2213691,Neither,In favor,
2235095,Neither,Neither,Neither
2273393,Neither,In favor,
2278426,In favor,In favor,In favor
2285201,In favor,In favor,In favor
2290964,In favor,In favor,In favor
2307483,In favor,In favor,In favor
2311308,Neither,Neither,Neither
2321747,In favor,In favor,In favor
2324919,In favor,In favor,In favor
2328040,Neither,Neither,Neither
2370055,Neither,Neither,Neither
2379063,In favor,In favor,In favor
2391964,Neither,In favor,
2396808,Neither,Neither,Neither
2482262,Neither,In favor,
2486160,Neither,Neither,Neither
2494879,In favor,In favor,In favor
2501455,In favor,In favor,In favor
2526162,Neither,In favor,
2539549,Neither,Neither,Neither
2559399,In favor,In favor,In favor
2571454,Neither,Neither,Neither
2573507,In favor,In favor,In favor
2576596,In favor,In favor,In favor
2600083,In favor,In favor,In favor
2608922,Neither,Neither,Neither
2610099,In favor,In favor,In favor
2618267,Neither,In favor,
2645869,Neither,Against,
2682307,In favor,In favor,In favor
2714367,Neither,In favor,
2791593,In favor,In favor,In favor
2811063,In favor,,
2817249,Neither,Neither,Neither
2836952,In favor,In favor,In favor
2842182,Neither,,
2851786,In favor,In favor,In favor
2854781,Neither,In favor,
2858699,Neither,,
2867306,Neither,In favor,
2884177,In favor,In favor,In favor
2910041,Neither,,
2992702,Neither,Neither,Neither
3006560,Neither,,
3068294,Against,,
3109887,Against,Against,Against
3118179,Neither,Neither,Neither
3124592,In favor,In favor,In favor
3145741,In favor,In favor,In favor
3171442,Neither,In favor,
3172036,Neither,Neither,Neither
3173616,Neither,Neither,Neither
3183286,Against,Against,Against
3192479,Neither,In favor,
3213597,Neither,Against,
3233165,In favor,In favor,In favor
3240258,In favor,In favor,In favor
3277376,Neither,Neither,Neither
3302487,In favor,In favor,In favor
