Input.id,Votes.Q1,Votes.Q2,Answer.Q1,Answer.Q2,Agreement.Q1,Agreement.Q2
271866,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
341943,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
339383,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
464201,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
530406,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
321994,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
238112,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
68738,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
455446,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
473082,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
119464,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
473970,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
533169,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
81010,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
313920,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
66623,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
388033,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
345505,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
37606,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
259147,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
410828,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
576225,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
449295,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
317730,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
430299,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
340749,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
392671,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
544756,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
577192,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
588641,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
332535,"Yes,Yes,Yes","Neither,Against,In favor",Yes,,100,0
110771,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
266503,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
454775,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
242544,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
375956,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
256887,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
129990,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
229532,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
20571,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
587571,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
320371,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
243005,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
114361,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
409441,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
468390,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
265961,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
373758,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
207777,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
538000,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
357457,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
325837,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
587687,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
274425,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
290429,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
44266,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
444738,"Yes,Yes,Yes","Against,In favor,In favor",Yes,In favor,100,66
360710,"Yes,Yes,Yes","Against,Neither,Against",Yes,Against,100,66
119222,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399131,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
69844,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
321289,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
426253,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
426313,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
566222,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
517854,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
190265,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
490821,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
12101,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
244857,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
110107,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
152236,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
573351,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
480490,"Yes,Yes,Yes","Against,In favor,In favor",Yes,In favor,100,66
430390,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
77098,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
315338,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
245941,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
378700,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
128288,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
346284,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
378869,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
412620,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
299804,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
48933,"Yes,Yes,Yes","In favor,Against,Against",Yes,Against,100,66
132322,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
146379,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
410460,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
495413,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
307510,"Yes,Yes,Yes","In favor,Against,Against",Yes,Against,100,66
468272,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
316348,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
442385,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
567940,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
224066,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
251210,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
315132,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
191687,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
207405,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
571787,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
342298,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
382345,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
206462,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
11726,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
489146,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
239048,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
451423,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
554485,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
517870,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
356090,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
252692,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
327266,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
447422,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
442478,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
593629,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
585691,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
399043,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
189936,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
270006,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
355870,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
70283,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2908,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
378245,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
419848,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
246848,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
537047,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
412667,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
113759,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
322588,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
340726,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
192091,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
76048,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
45206,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
351496,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
223345,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
336029,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
251888,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
179866,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
339093,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
114611,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2600,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
406970,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
435545,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
494620,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
505063,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
358683,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
527231,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
180895,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
270034,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
49566,"Yes,No,Yes","Neither,Neither,Neither",Yes,Neither,66,100
539134,"Yes,Yes,Yes","Against,Neither,In favor",Yes,,100,0
221072,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
424694,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
298897,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
63774,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
524060,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
325418,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
245571,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
435760,"Yes,Yes,Yes","Against,In favor,In favor",Yes,In favor,100,66
467239,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
522065,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
53506,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
144659,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
494980,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
400659,"Yes,Yes,No","Neither,In favor,Neither",Yes,Neither,66,66
114007,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
321670,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
539255,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
538426,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
75849,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
242423,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
571229,"Yes,Yes,Yes","In favor,Against,In favor",Yes,In favor,100,66
521824,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
517858,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
9849,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
319517,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
345600,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
129100,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
139363,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
518502,"Yes,Yes,Yes","In favor,In favor,Against",Yes,In favor,100,66
296834,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
182515,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
411995,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
482207,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
440968,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
223031,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
553528,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
104795,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
569850,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
79160,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
473990,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
489311,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
106303,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
121955,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
551085,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
455329,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
320441,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1454,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
146151,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
69020,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
491710,"Yes,Yes,Yes","Neither,Against,In favor",Yes,,100,0
314403,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
80536,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
269760,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
518760,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
336025,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
558120,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
409977,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
220500,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
140039,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
71458,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
520673,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
587288,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
575803,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
551296,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
97542,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
337499,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
37316,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
603529,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
182949,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
302302,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
77412,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
518977,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
555003,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
55415,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
572981,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
491126,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
97494,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
551290,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
420972,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
556165,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
317054,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
346378,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
475590,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
496373,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
98097,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
273504,"Yes,Yes,Yes","Against,In favor,Against",Yes,Against,100,66
536599,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
97193,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
329364,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
399046,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
84706,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
331560,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
579908,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
178673,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
130776,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
525937,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
13170,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
377365,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
410182,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
268021,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
