Input.id,Votes.Q1,Votes.Q2,Answer.Q1,Answer.Q2,Agreement.Q1,Agreement.Q2
2802243,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2994558,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3106617,"Yes,Yes,Yes","In favor,In favor,Against",Yes,In favor,100,66
1900643,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1726625,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2854746,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2489051,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2600172,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
2648129,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2489947,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1965341,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
3183029,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1694403,"Yes,Yes,Yes","Against,Neither,Against",Yes,Against,100,66
2298158,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
958670,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1513108,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1622962,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3012064,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1780661,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
134246,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1752708,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1859160,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2308071,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
3106223,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2972972,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2148553,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1580780,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3142989,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
870808,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1393087,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2464135,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
3068171,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1042584,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1819386,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
1470844,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1260663,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
3093147,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2630763,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3007912,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
3240102,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1797209,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2222579,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1588554,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
1415916,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1425848,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1380118,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1996745,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2958647,"No,Yes,No","Neither,Neither,Neither",No,Neither,66,100
3000135,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2514821,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2917695,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3077549,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1380956,"Yes,Yes,Yes","Neither,Against,Neither",Yes,Neither,100,66
2052596,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3133820,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2028253,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1697366,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2633909,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2906430,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2795352,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
718567,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2504472,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
612264,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2425168,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2202914,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3070612,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1631225,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3251466,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2366098,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3099433,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2319040,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2971481,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2728963,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2447866,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1869186,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3281724,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1641914,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
837470,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1680319,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3177935,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1243321,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1593952,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1892229,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
746593,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2051599,"Yes,No,Yes","In favor,Neither,In favor",Yes,In favor,66,66
3156220,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1154633,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
1555969,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2117767,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2886985,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
515001,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1084015,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1181286,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1144193,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1253937,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
160855,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1358766,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2020010,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1408707,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1365497,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2654512,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3020711,"Yes,No,Yes","Neither,Neither,Neither",Yes,Neither,66,100
2351260,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1687490,"Yes,Yes,No","Neither,Neither,Neither",Yes,Neither,66,100
1756117,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3219919,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2662012,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2093291,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3340656,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1580209,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2003575,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2813132,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2655118,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1269085,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2885616,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3188481,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2429269,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2699121,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2793072,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1419709,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1483314,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2509052,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1059407,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
2028575,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2949474,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2013794,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2149971,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2787215,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
1866258,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
264544,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2728544,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2362055,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
817970,"No,No,Yes","Neither,Neither,In favor",No,Neither,66,66
2697874,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1369560,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
3051156,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
1161835,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1954541,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2205793,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1068810,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
2727042,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2386534,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
3048074,"Yes,Yes,No","In favor,Neither,Neither",Yes,Neither,66,66
3201545,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
54142,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2790708,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
593233,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2423412,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2482044,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1023470,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
201378,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
697619,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2759507,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
237379,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
709074,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
832006,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
917811,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
935853,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2062785,"No,Yes,No","Neither,In favor,Neither",No,Neither,66,66
2441160,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1276181,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3045198,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2463371,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3111715,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2289048,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2463602,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
192952,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
216795,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3081378,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1713034,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3339001,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2785900,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3111717,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1070132,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1921002,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3268898,"Yes,No,Yes","Neither,Neither,Neither",Yes,Neither,66,100
121902,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2701413,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2622608,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2768862,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1605324,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1136179,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1349831,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2112549,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
632081,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2573991,"Yes,Yes,Yes","Against,Neither,Against",Yes,Against,100,66
953953,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2732829,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3101758,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2173050,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1723128,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
2590191,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2787173,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1951064,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1694971,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2765947,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
2122093,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1177896,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2187291,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1703436,"Yes,Yes,Yes","Against,Against,In favor",Yes,Against,100,66
2201706,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1554084,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
3146182,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
1929101,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3331915,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
3293637,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1534730,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2473561,"Yes,No,No","Against,Neither,Neither",No,Neither,66,66
2983818,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
379613,"Yes,Yes,Yes","Against,Neither,Neither",Yes,Neither,100,66
1787897,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1289424,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3212777,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
1797917,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
758388,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2148293,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2723431,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3041672,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2594171,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1742545,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2683675,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1881985,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1762170,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
2902407,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3306087,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1307961,"Yes,Yes,Yes","Neither,Against,Against",Yes,Against,100,66
2348965,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2580879,"Yes,Yes,Yes","In favor,Against,Neither",Yes,,100,0
2875840,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
663546,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1091435,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2241086,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2677659,"Yes,Yes,Yes","In favor,In favor,Against",Yes,In favor,100,66
2802069,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
3009718,"Yes,Yes,No","In favor,In favor,Neither",Yes,In favor,66,66
1407859,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1005662,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
1177536,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
326240,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
1986011,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1439442,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1145361,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
689942,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1565013,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2228675,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
262820,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2757968,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2868823,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2142906,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
171511,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1595073,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2557648,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2740702,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
619537,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2416861,"No,Yes,Yes","Neither,In favor,In favor",Yes,In favor,66,66
3112831,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2356916,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2445980,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
2713745,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2470546,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
3200503,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
1984302,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1429830,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
1810551,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2742027,"Yes,Yes,Yes","Against,Against,Neither",Yes,Against,100,66
400871,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
85273,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
697626,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
3154904,"No,No,No","Neither,Neither,Neither",No,Neither,100,100
353791,"Yes,Yes,Yes","Against,Neither,In favor",Yes,,100,0
1512290,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
3301888,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
909296,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
3179228,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2582670,"Yes,Yes,Yes","Neither,Neither,Against",Yes,Neither,100,66
3083069,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2201057,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2649923,"Yes,Yes,Yes","Neither,In favor,Neither",Yes,Neither,100,66
1952660,"Yes,Yes,Yes","Against,Against,Against",Yes,Against,100,100
2140170,"Yes,Yes,Yes","In favor,Neither,Neither",Yes,Neither,100,66
2991432,"Yes,Yes,Yes","Neither,Neither,In favor",Yes,Neither,100,66
1430062,"Yes,Yes,Yes","In favor,Neither,In favor",Yes,In favor,100,66
2883837,"Yes,Yes,Yes","In favor,In favor,Neither",Yes,In favor,100,66
1154889,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2786277,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
2415625,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
2735606,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1457911,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2170624,"Yes,Yes,Yes","Neither,In favor,In favor",Yes,In favor,100,66
3335387,"Yes,No,Yes","Neither,Neither,Neither",Yes,Neither,66,100
3102871,"Yes,No,Yes","Neither,Neither,Neither",Yes,Neither,66,100
962734,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1611937,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2013306,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
1660395,"Yes,Yes,Yes","Neither,Neither,Neither",Yes,Neither,100,100
2516650,"Yes,Yes,Yes","In favor,In favor,In favor",Yes,In favor,100,100
